SiteID	Version	Swiper_MAC_address	SwiperProfile	MinCh	MaxCh	CoinVal	Rate	BnsCoin	SigType	Cancel	Amex	MustApp	Fleet	Debug	BtnAdd	AppDly	PrchTyp	SwiperName	CoinTim	ICTime	AppTime	BnsMode	BnsCnt	BnsTime	PrchLim
MPM012390529 6	07480047223443f5	"Count Up    "	300	1500	25	25	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"LEFT BAY"	4	6	100	None	0	0	0
MPM012390529 6	6483acb1c133b5bb	"Count Up    "	300	1500	25	25	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"RIGHT BA"	4	6	100	None	0	0	0
MPM012740629 6	00b444bdead43f0a	"Count Down  "	200	1500	25	30	0	Card	Yes	No	No	Yes	Off	4	160	Wash	"HandWash"	4	6	100	None	0	0	0
MPM012740629 6	79c7ceac72767ee1	"Count Down  "	100	1500	25	60	0	Card	Yes	No	No	Yes	Off	1	160	Vac	"Vacuum "	4	6	100	None	0	0	0
MPM012740629 6	c146b2af2e4c13cb	"Count Down  "	200	1500	25	30	0	Card	Yes	No	No	Yes	Off	4	160	Wash	"HandWash"	4	6	100	None	0	0	0
MPM012840632 6	06cdb35d202ce1df	"WSel        "	500	1200	100	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Auto	"oasis au"	4	6	100	None	0	0	0
MPM013271042 6	454fbb5d8470f217	"WSel        "	600	1000	100	60	0	Coin	Yes	Yes	No	Yes	Off	1	200	Auto	"Auto 1 "	4	6	100	None	0	0	0
MPM013271042 6	664fca9929cf3757	"WSel        "	700	1200	100	45	0	Coin	Yes	Yes	No	Yes	Off	1	200	Auto	"Auto 4 "	4	6	100	None	0	0	0
MPM013504150 6	020de9251b370833	"Count Up    "	300	1500	25	25	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 3  "	4	6	100	None	0	0	0
MPM013504150 6	13972f01e8ece704	"ACW         "	500	1200	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Auto	"ST2    "	4	6	100	None	0	0	0
MPM013504150 6	319645b208ad2722	"ACW         "	500	1200	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Auto	"ST 1   "	4	6	100	None	0	0	0
MPM013504150 6	be029c2b9885dbdf	"Count Up    "	300	1500	25	25	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 1  "	4	6	100	None	0	0	0
MPM013504150 6	c3c63664730bb9a9	"Count Down  "	100	100	25	7	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Vac    "	4	6	100	None	0	0	0
MPM013504150 6	d6e616745111fe88	"Count Up    "	300	1500	25	25	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 2  "	4	6	100	None	0	0	0
MPM013504150 6	f8d280c5975da00a	"Vending     "	100	1500	25	60	1	Coin	Yes	Yes	No	Yes	Off	1	160	Vend	"Vend   "	4	6	100	None	0	0	0
MPM013642791 6	daa1c7d18a32e58f	"ACW         "	100	1500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Auto	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	0012264d141a344d	"Count Down  "	300	500	25	60	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	0653ff3bd1b658db	"Count Down  "	200	400	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	209027903522378f	"Count Down  "	300	500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	3234dd0c3323551a	"Count Down  "	300	500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	5e4096b9af1d50bd	"Count Down  "	300	500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	71a05c4fec759e45	"Count Down  "	200	400	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	77d3691aaa059d5c	"Count Down  "	300	500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	8f42177e055a4d3f	"Count Down  "	200	400	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	b8fb3f6f8eadca34	"Count Down  "	200	400	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	d01b869a549b0431	"Count Down  "	300	500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013648164 6	e73e3c48717559d7	"Count Down  "	200	400	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Swiper "	4	6	100	None	0	0	0
MPM013649754 6	24f2d68e1c232e7f	"Count Down  "	200	200	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Vac	"Vac 2  "	4	6	100	None	0	0	0
MPM013649754 6	4707d2d058e81d68	"Count Up    "	200	1500	25	38	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay 4  "	4	6	100	None	0	0	0
MPM013649754 6	53812de0afbbaab7	"Count Down  "	200	200	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Vac	"Vac 1  "	4	6	100	None	0	0	0
MPM013649754 6	5c8c635b79ec7994	"Count Down  "	200	200	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Vac	"Vac 3  "	4	6	100	None	0	0	0
MPM013649754 6	7d12af36f5001454	"ACW         "	100	1500	25	61	0	Coin	Yes	No	No	No	Off	1	160	Auto	"Hamilton"	4	6	100	None	0	0	0
MPM013649754 6	8408a6a5f2b40d20	"Count Down  "	200	200	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Vac	"Vac 4  "	4	6	100	None	0	0	0
MPM013649754 6	950e7df04ee7b435	"Count Up    "	200	1500	25	38	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay 2  "	4	6	100	None	0	0	0
MPM013649754 6	a77891e2bff37712	"Count Up    "	200	1500	25	38	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay 3  "	4	6	100	None	0	0	0
MPM013649754 6	f6c78ef03c336d62	"Count Up    "	200	1500	25	38	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay 1  "	4	6	100	None	0	0	0
MPM013651290 6	1713d878910ecf1e	"Count Down  "	150	1500	25	30	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013651290 6	2b23bac6ce04ed21	"ACW         "	500	1500	25	65	0	Coin	Yes	Yes	No	Yes	Off	1	160	Auto	"Swiper "	4	6	100	None	0	0	0
MPM013651290 6	9b870ea729b74e47	"Count Down  "	150	1500	25	30	0	Coin	Yes	Yes	No	Yes	Off	1	160	Wash	"Swiper "	4	6	100	None	0	0	0
MPM013651290 6	c321a53a36c6a4e5	"Count Down  "	100	1500	25	60	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Swiper "	4	6	100	None	0	0	0
MPM013904380 6	a6cd16d95c1bd853	"WSel        "	600	1200	100	1	0	Coin	Yes	Yes	No	Yes	Off	1	160	Auto	"Swiper "	4	6	100	None	0	0	0
MPM014230421 6	87a5c0a06e9f5c64	"ACW         "	400	700	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Auto	"South Au"	4	6	100	None	0	0	0
MPM014230421 6	8d2b8c93d7d8e8f2	"ACW         "	400	700	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Auto	"North Au"	4	6	100	None	0	0	0
MPM014306974 6	5bf3f19b740777ae	"Count Up    "	100	1000	25	20	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"SS Bay 1"	4	6	5	None	0	0	0
MPM014306974 6	6581fd05e97a77da	"Count Up    "	100	1000	25	20	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 7 Fo"	4	6	100	None	0	0	0
MPM014306974 6	75d6be31dec6344f	"Count Up    "	100	1000	25	20	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"SS Bay 2"	4	6	5	None	0	0	0
MPM014306974 6	a6d902d25ca33a22	"Count Up    "	100	1000	25	20	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"SS Bay 5"	4	6	5	None	0	0	0
MPM014306974 6	f220cbffd161eb56	"Count Up    "	100	1000	25	20	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"SS Bay 4"	4	6	100	None	0	0	0
MPM014357190 6	3a45408f142d994b	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 8"	4	6	6	None	0	0	0
MPM014357190 6	44f1b0cd512a9e4b	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 4"	4	6	6	None	0	0	0
MPM014357190 6	a9a8a7b0ca7ad7e8	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 7"	4	6	6	None	0	0	0
MPM014357190 6	d26d5e07e963d20f	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 3"	4	6	6	None	0	0	0
MPM014357190 6	d6f64a51c44a4a7b	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 0"	4	6	6	None	0	0	0
MPM014357190 6	dfc5c1026c8a098a	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 1"	4	6	6	None	0	0	0
MPM014357190 6	e892b7c28fc1f3c9	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 2"	4	6	6	None	0	0	0
MPM014357190 6	f187cebbe73fcb30	"Count Down  "	500	2500	25	18	0	Card	Yes	Yes	No	Yes	Off	4	130	Wash	"Swiper 6"	4	6	6	None	0	0	0
MPM014387041 6	0f91b7be3fec4f14	"Count Down  "	300	1000	25	45	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay5   "	4	6	100	None	0	0	0
MPM014387041 6	360e1d4c1d7aae14	"Count Down  "	300	1000	25	45	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay4   "	4	6	100	None	0	0	0
MPM014387041 6	4a21889fe06d19e5	"Count Down  "	300	1000	25	45	0	Card	Yes	No	No	Yes	Off	1	160	Wash	"Bay6   "	4	6	100	None	0	0	0
MPM014387041 6	7076777495f09bf5	"ACW         "	500	1000	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Auto	"Auto   "	4	6	100	None	0	0	0
MPM014528107 6	8bdf711ca593c298	"Count Down  "	250	1000	25	30	0	Coin	Yes	Yes	No	Yes	Off	2	130	Wash	"Bay 3  "	4	6	6	None	0	0	0
MPM014528107 6	faf07520bdac62d0	"Count Down  "	250	1000	25	30	0	Coin	Yes	Yes	No	Yes	Off	2	130	Wash	"Bay 6  "	4	6	6	None	0	0	0
MPM014679041 6	0c9881767fc2ff19	"Count Down  "	200	2500	25	30	0	Coin	Yes	Yes	No	Yes	Off	1	130	Wash	"Bay By S"	4	6	6	None	0	0	0
MPM014679041 6	16e0dd92745c80dc	"Count Down  "	100	100	25	64	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Vac 3  "	4	6	100	None	0	0	0
MPM014679041 6	51a43d07e6ee75b1	"Count Down  "	100	100	25	64	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Vac 2  "	4	6	100	None	0	0	0
MPM014679041 6	649dee90f348f699	"Count Down  "	100	100	25	64	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Back R "	4	6	100	None	0	0	0
MPM014679041 6	68e5ce352919f20d	"Count Down  "	200	2500	25	30	0	Coin	Yes	Yes	No	Yes	Off	1	130	Wash	"Middle B"	4	6	6	None	0	0	0
MPM014679041 6	74cfe0deb06222c7	"Count Down  "	100	100	25	64	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Back L "	4	6	100	None	0	0	0
MPM014679041 6	be964501a57b3456	"Count Down  "	100	100	25	64	0	Coin	Yes	Yes	No	Yes	Off	1	160	Vac	"Vac 1  "	4	6	100	None	0	0	0
MPM014679041 6	eb1ac90747a94770	"Count Down  "	200	2500	25	30	0	Coin	Yes	Yes	No	Yes	Off	1	130	Wash	"Truck Wa"	4	6	6	None	0	0	0
MPM014908714 6	482fe0172fc94304	"Count Up    "	250	1500	25	24	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"Bay 2  "	4	6	6	None	0	0	0
MPM014908714 6	63f3f5c1b9284fec	"ACW         "	500	1500	25	60	0	Coin	Yes	No	No	Yes	Off	1	160	Auto	"ACW    "	4	6	100	None	0	0	0
MPM014908714 6	6f1d8504e56e8ee5	"Count Up    "	250	1500	25	24	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"Bay 1  "	4	6	6	None	0	0	0
MPM015203462 6	0151c772c307b498	"Count Up    "	300	1000	25	30	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 5  "	4	6	100	None	0	0	0
MPM015203462 6	aa27159af857a38a	"Count Up    "	300	1000	25	30	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 4  "	4	6	100	None	0	0	0
MPM015203462 6	b8532b7a4a905ef3	"Count Up    "	300	1000	25	30	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 3  "	4	6	100	None	0	0	0
MPM015203462 6	db324887b22bb837	"Count Up    "	300	1000	25	30	0	Card	Yes	Yes	No	Yes	Off	1	160	Wash	"Bay 2  "	4	6	100	None	0	0	0
MPM015309531 6	12ef2c015190706c	"Count Up    "	200	800	25	30	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"Bay 3  "	4	6	6	None	0	0	0
MPM015309531 6	6e512a3738ce1638	"Count Up    "	200	800	25	30	0	Card	Yes	Yes	No	Yes	Off	1	130	Wash	"Outside "	4	6	6	None	0	0	0
